food_id,original_name,display_name,dish_name_vi,clean_category,food_group_vi,meal_role,recommended_serving_g,serving_display,kcal_per_100g_clean,protein_per_100g_clean,fat_per_100g_clean,carbs_per_100g_clean,kcal_per_serving_clean,protein_per_serving_clean,fat_per_serving_clean,carbs_per_serving_clean,menu_eligible,quality_flags,image_url,image_alt_vi,image_source_type,image_verified,image_quality_note,search_keywords
169261,"okra, cooked, boiled, drained, without salt","Đậu bắp (chín, luộc)","Đậu bắp (chín, luộc)",vegetable,Rau củ,vegetable_fruit,250,1 bát rau,27.41,1.87,0.21,4.51,68.5,4.7,0.5,11.3,1,calories_column_not_per_100g,/images/placeholders/vegetable.svg,"Ảnh minh họa món Đậu bắp (chín, luộc)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Đậu bắp (chín, luộc)"
169262,"okra, frozen, unprepared",Đậu bắp,Đậu bắp,vegetable,Rau củ,vegetable_fruit,225,1 bát rau,35.53,1.69,0.25,6.63,79.9,3.8,0.6,14.9,0,raw_ingredient;calories_column_not_per_100g,/images/placeholders/vegetable.svg,Ảnh minh họa món Đậu bắp,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Đậu bắp
169263,"okra, frozen, cooked, boiled, drained, without salt","Đậu bắp (chín, luộc)","Đậu bắp (chín, luộc)",vegetable,Rau củ,vegetable_fruit,233,1 bát rau,34.32,1.63,0.24,6.41,80.0,3.8,0.6,14.9,1,calories_column_not_per_100g,/images/placeholders/vegetable.svg,"Ảnh minh họa món Đậu bắp (chín, luộc)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Đậu bắp (chín, luộc)"
169264,"potatoes, french fried, all types, salt added in processing, frozen, home-prepared, oven heated",Khoai tây (chiên),Khoai tây (chiên),starch_tuber,Tinh bột - Củ,starch,135,1 củ/phần vừa,162.52,2.75,5.48,25.55,219.4,3.7,7.4,34.5,1,calories_column_not_per_100g;normalized_tuber,/images/placeholders/starch-tuber.svg,Ảnh minh họa món Khoai tây (chiên),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Khoai tây (chiên)
169265,"potatoes, french fried, cottage-cut, salt not added in processing, frozen, as purchased",Khoai tây (chiên),Khoai tây (chiên),starch_tuber,Tinh bột - Củ,starch,140,1 củ/phần vừa,157.62,2.42,5.78,23.98,220.7,3.4,8.1,33.6,1,calories_column_not_per_100g;normalized_tuber,/images/placeholders/starch-tuber.svg,Ảnh minh họa món Khoai tây (chiên),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Khoai tây (chiên)
169266,"potatoes, french fried, cottage-cut, salt not added in processing, frozen, oven-heated",Khoai tây (chiên),Khoai tây (chiên),starch_tuber,Tinh bột - Củ,starch,120,1 củ/phần vừa,223.68,3.44,8.2,34.03,268.4,4.1,9.8,40.8,1,calories_column_not_per_100g;normalized_tuber,/images/placeholders/starch-tuber.svg,Ảnh minh họa món Khoai tây (chiên),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Khoai tây (chiên)
169267,"potatoes, frozen, french fried, par fried, extruded, unprepared",Khoai tây (chiên),Khoai tây (chiên),starch_tuber,Tinh bột - Củ,starch,120,1 củ/phần vừa,266.47,2.83,14.95,30.15,319.8,3.4,17.9,36.2,0,raw_ingredient;calories_column_not_per_100g;normalized_tuber,/images/placeholders/starch-tuber.svg,Ảnh minh họa món Khoai tây (chiên),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Khoai tây (chiên)
169268,"potatoes, frozen, french fried, par fried, extruded, prepared, heated in oven, without salt",Khoai tây (chiên),Khoai tây (chiên),starch_tuber,Tinh bột - Củ,starch,120,1 củ/phần vừa,341.31,3.55,18.71,39.68,409.6,4.3,22.5,47.6,1,calories_column_not_per_100g;normalized_tuber,/images/placeholders/starch-tuber.svg,Ảnh minh họa món Khoai tây (chiên),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Khoai tây (chiên)
169269,"potato salad, home-prepared",Salad khoai tây,Salad khoai tây,starch_tuber,Tinh bột - Củ,starch,170,1 củ/phần vừa,129.2,2.68,8.2,11.17,219.6,4.6,13.9,19.0,1,calories_column_not_per_100g;normalized_tuber,/images/placeholders/starch-tuber.svg,Ảnh minh họa món Salad khoai tây,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Salad khoai tây
169270,"pumpkin flowers, raw",Hoa bí ngô (sống),Hoa bí ngô (sống),vegetable,Rau củ,vegetable_fruit,250,1 bát rau,17.87,1.03,0.07,3.28,44.7,2.6,0.2,8.2,0,raw_ingredient;calories_column_not_per_100g,/images/placeholders/vegetable.svg,Ảnh minh họa món Hoa bí ngô (sống),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Hoa bí ngô (sống)
169271,"pumpkin flowers, cooked, boiled, drained, without salt","Hoa bí ngô (chín, luộc)","Hoa bí ngô (chín, luộc)",vegetable,Rau củ,vegetable_fruit,250,1 bát rau,18.28,1.09,0.08,3.3,45.7,2.7,0.2,8.2,1,calories_column_not_per_100g,/images/placeholders/vegetable.svg,"Ảnh minh họa món Hoa bí ngô (chín, luộc)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Hoa bí ngô (chín, luộc)"
169272,"pumpkin leaves, raw",Lá bí ngô (sống),Lá bí ngô (sống),vegetable,Rau củ,vegetable_fruit,250,1 bát rau,25.52,3.15,0.4,2.33,63.8,7.9,1.0,5.8,0,raw_ingredient;calories_column_not_per_100g,/images/placeholders/vegetable.svg,Ảnh minh họa món Lá bí ngô (sống),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Lá bí ngô (sống)
169274,"purslane, raw",Rau răm (sống),Rau răm (sống),other,Khác,other,150,1 phần vừa,24.92,2.03,0.36,3.39,37.4,3.0,0.5,5.1,0,raw_ingredient;calories_column_not_per_100g,/images/placeholders/food-default.svg,Ảnh minh họa món Rau răm (sống),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Rau răm (sống)
169275,"purslane, cooked, boiled, drained, without salt","Rau răm (chín, luộc)","Rau răm (chín, luộc)",added_fat,Chất béo/dầu,energy_side,15,1-3 muỗng cà phê,21.87,1.49,0.19,3.55,3.3,0.2,0.0,0.5,0,calories_column_not_per_100g,/images/placeholders/healthy-fat.svg,"Ảnh minh họa món Rau răm (chín, luộc)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Rau răm (chín, luộc)"
169276,"radishes, raw",Củ cải (sống),Củ cải (sống),vegetable,Rau củ,vegetable_fruit,250,1 bát rau,17.22,0.68,0.1,3.4,43.0,1.7,0.2,8.5,0,raw_ingredient;calories_column_not_per_100g,/images/placeholders/vegetable.svg,Ảnh minh họa món Củ cải (sống),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Củ cải (sống)
169277,"salsify, (vegetable oyster), raw",Củ hàu (sống),Củ hàu (sống),protein_seafood,Đạm - Hải sản,protein,160,1 miếng cá/tôm vừa,89.4,3.3,0.2,18.6,143.0,5.3,0.3,29.8,0,raw_ingredient;calories_column_not_per_100g,/images/placeholders/protein-seafood.svg,Ảnh minh họa món Củ hàu (sống),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Củ hàu (sống)
169278,"salsify, cooked, boiled, drained, without salt","Củ hàu (chín, luộc)","Củ hàu (chín, luộc)",added_fat,Chất béo/dầu,energy_side,15,1-3 muỗng cà phê,73.89,2.73,0.17,15.36,11.1,0.4,0.0,2.3,0,calories_column_not_per_100g,/images/placeholders/healthy-fat.svg,"Ảnh minh họa món Củ hàu (chín, luộc)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Củ hàu (chín, luộc)"
169280,"seaweed, agar, raw",Rong biển agar (sống),Rong biển agar (sống),other,Khác,other,150,1 phần vừa,29.43,0.54,0.03,6.75,44.1,0.8,0.0,10.1,0,raw_ingredient;calories_column_not_per_100g,/images/placeholders/food-default.svg,Ảnh minh họa món Rong biển agar (sống),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Rong biển agar (sống)
169281,"sesbania flower, cooked, steamed, without salt","Hoa điên điển (chín, hấp)","Hoa điên điển (chín, hấp)",other,Khác,other,150,1 phần vừa,25.93,1.14,0.05,5.23,38.9,1.7,0.1,7.8,0,calories_column_not_per_100g,/images/placeholders/food-default.svg,"Ảnh minh họa món Hoa điên điển (chín, hấp)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Hoa điên điển (chín, hấp)"
169282,"soybeans, green, raw",Đậu nành xanh (sống),Đậu nành xanh (sống),plant_protein,Đạm thực vật,protein,115,1 bát/phần vừa,157.2,12.95,6.8,11.05,180.8,14.9,7.8,12.7,0,raw_ingredient;calories_column_not_per_100g;normalized_plant_protein,/images/placeholders/protein-plant.svg,Ảnh minh họa món Đậu nành xanh (sống),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Đậu nành xanh (sống)
169283,"soybeans, green, cooked, boiled, drained, without salt","Đậu nành xanh (chín, luộc)",Đậu nành xanh luộc,plant_protein,Đạm thực vật,protein,119,1 bát/phần vừa,151.2,12.35,6.4,11.05,179.9,14.7,7.6,13.1,1,calories_column_not_per_100g;normalized_plant_protein,/images/placeholders/protein-plant.svg,Ảnh minh họa món Đậu nành xanh luộc,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Đậu nành xanh luộc
169284,"soybeans, mature seeds, sprouted, raw",Đậu nành (sống),Đậu nành (sống),plant_protein,Đạm thực vật,protein,35,1-2 muỗng/1 nắm nhỏ,150.94,13.09,6.7,9.57,52.8,4.6,2.3,3.3,0,raw_ingredient;calories_column_not_per_100g;normalized_plant_protein,/images/placeholders/protein-plant.svg,Ảnh minh họa món Đậu nành (sống),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Đậu nành (sống)
169287,"spinach, frozen, chopped or leaf, unprepared (includes foods for usda's food distribution program)",Rau bina,Rau bina,vegetable,Rau củ,vegetable_fruit,219,1 bát rau,36.49,3.63,0.57,4.21,79.9,7.9,1.2,9.2,0,raw_ingredient;calories_column_not_per_100g,/images/placeholders/vegetable.svg,Ảnh minh họa món Rau bina,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Rau bina
169288,"spinach, frozen, chopped or leaf, cooked, boiled, drained, without salt","Rau bina (chín, luộc)","Rau bina (chín, luộc)",vegetable,Rau củ,vegetable_fruit,186,1 bát rau,43.07,4.01,0.87,4.8,80.1,7.5,1.6,8.9,1,calories_column_not_per_100g,/images/placeholders/vegetable.svg,"Ảnh minh họa món Rau bina (chín, luộc)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Rau bina (chín, luộc)"
169289,"squash, summer, scallop, raw",Bí (sống),Bí (sống),vegetable,Rau củ,vegetable_fruit,250,1 bát rau,21.96,1.2,0.2,3.84,54.9,3.0,0.5,9.6,0,raw_ingredient;calories_column_not_per_100g,/images/placeholders/vegetable.svg,Ảnh minh họa món Bí (sống),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Bí (sống)
169290,"squash, summer, scallop, cooked, boiled, drained, without salt","Bí (chín, luộc)","Bí (chín, luộc)",vegetable,Rau củ,vegetable_fruit,250,1 bát rau,18.85,1.03,0.17,3.3,47.1,2.6,0.4,8.2,1,calories_column_not_per_100g,/images/placeholders/vegetable.svg,"Ảnh minh họa món Bí (chín, luộc)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Bí (chín, luộc)"
169291,"squash, summer, zucchini, includes skin, raw",Bí (sống),Bí (sống),vegetable,Rau củ,vegetable_fruit,250,1 bát rau,20.16,1.21,0.32,3.11,50.4,3.0,0.8,7.8,0,raw_ingredient;calories_column_not_per_100g,/images/placeholders/vegetable.svg,Ảnh minh họa món Bí (sống),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Bí (sống)
169292,"squash, summer, zucchini, includes skin, cooked, boiled, drained, without salt","Bí (chín, luộc)","Bí (chín, luộc)",vegetable,Rau củ,vegetable_fruit,250,1 bát rau,18.56,1.14,0.36,2.69,46.4,2.9,0.9,6.7,1,calories_column_not_per_100g,/images/placeholders/vegetable.svg,"Ảnh minh họa món Bí (chín, luộc)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Bí (chín, luộc)"
169293,"squash, winter, acorn, cooked, baked, without salt",Bí (chín),Bí (chín),vegetable,Rau củ,vegetable_fruit,150,1 bát rau,64.06,1.12,0.14,14.58,96.1,1.7,0.2,21.9,1,calories_column_not_per_100g,/images/placeholders/vegetable.svg,Ảnh minh họa món Bí (chín),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Bí (chín)
169294,"squash, winter, acorn, cooked, boiled, mashed, without salt","Bí (chín, luộc)","Bí (chín, luộc)",vegetable,Rau củ,vegetable_fruit,207,1 bát rau,38.56,0.67,0.08,8.79,79.8,1.4,0.2,18.2,1,calories_column_not_per_100g,/images/placeholders/vegetable.svg,"Ảnh minh họa món Bí (chín, luộc)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Bí (chín, luộc)"
169296,"squash, winter, butternut, cooked, baked, without salt",Bí (chín),Bí (chín),vegetable,Rau củ,vegetable_fruit,173,1 bát rau,46.37,0.9,0.09,10.49,80.2,1.6,0.2,18.1,1,calories_column_not_per_100g,/images/placeholders/vegetable.svg,Ảnh minh họa món Bí (chín),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Bí (chín)
169297,"squash, winter, hubbard, cooked, boiled, mashed, without salt","Bí (chín, luộc)","Bí (chín, luộc)",vegetable,Rau củ,vegetable_fruit,228,1 bát rau,35.09,1.48,0.37,6.46,80.0,3.4,0.8,14.7,1,calories_column_not_per_100g,/images/placeholders/vegetable.svg,"Ảnh minh họa món Bí (chín, luộc)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Bí (chín, luộc)"
169298,"squash, winter, spaghetti, raw",Bí (sống),Bí (sống),starch_grain,Tinh bột - Ngũ cốc,starch,220,1 chén/bát vừa,35.33,0.64,0.57,6.91,77.7,1.4,1.3,15.2,0,raw_ingredient;calories_column_not_per_100g,/images/placeholders/starch-grain.svg,Ảnh minh họa món Bí (sống),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Bí (sống)
169299,"squash, winter, spaghetti, cooked, boiled, drained, or baked, without salt","Bí (chín, luộc)","Bí (chín, luộc)",starch_grain,Tinh bột - Ngũ cốc,starch,220,1 chén/bát vừa,30.82,0.66,0.26,6.46,67.8,1.5,0.6,14.2,1,calories_column_not_per_100g,/images/placeholders/starch-grain.svg,"Ảnh minh họa món Bí (chín, luộc)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Bí (chín, luộc)"
169300,"succotash, (corn and limas), raw",Bắp (sống),Bắp (sống),starch_grain,Tinh bột - Ngũ cốc,starch,220,1 chén/bát vừa,107.66,5.03,1.02,19.59,236.9,11.1,2.2,43.1,0,raw_ingredient;calories_column_not_per_100g,/images/placeholders/starch-grain.svg,Ảnh minh họa món Bắp (sống),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Bắp (sống)
169301,"water convolvulus,raw",Rau bìm bìm nước,Rau bìm bìm nước,other,Khác,other,150,1 phần vừa,24.72,2.6,0.2,3.13,37.1,3.9,0.3,4.7,0,raw_ingredient;calories_column_not_per_100g,/images/placeholders/food-default.svg,Ảnh minh họa món Rau bìm bìm nước,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Rau bìm bìm nước
169302,"water convolvulus, cooked, boiled, drained, without salt","Hoa bìm bìm (chín, luộc)","Hoa bìm bìm (chín, luộc)",added_fat,Chất béo/dầu,energy_side,15,1-3 muỗng cà phê,25.28,2.08,0.24,3.7,3.8,0.3,0.0,0.6,0,calories_column_not_per_100g,/images/placeholders/healthy-fat.svg,"Ảnh minh họa món Hoa bìm bìm (chín, luộc)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Hoa bìm bìm (chín, luộc)"
169303,"sweet potato leaves, raw",Lá khoai lang (sống),Lá khoai lang (sống),starch_tuber,Tinh bột - Củ,starch,250,1 củ/phần vừa,49.83,2.49,0.51,8.82,124.6,6.2,1.3,22.1,0,raw_ingredient;calories_column_not_per_100g;normalized_tuber,/images/placeholders/starch-tuber.svg,Ảnh minh họa món Lá khoai lang (sống),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Lá khoai lang (sống)
169304,"sweet potato leaves, cooked, steamed, without salt","Lá khoai lang (chín, hấp)","Lá khoai lang (chín, hấp)",starch_tuber,Tinh bột - Củ,starch,250,1 củ/phần vừa,41.3,2.18,0.34,7.38,103.2,5.5,0.8,18.4,1,calories_column_not_per_100g;normalized_tuber,/images/placeholders/starch-tuber.svg,"Ảnh minh họa món Lá khoai lang (chín, hấp)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Lá khoai lang (chín, hấp)"
169306,"sweet potato, frozen, unprepared (includes foods for usda's food distribution program)",Khoai lang,Khoai lang,starch_tuber,Tinh bột - Củ,starch,226,1 củ/phần vừa,97.34,1.71,0.18,22.22,220.0,3.9,0.4,50.2,0,raw_ingredient;calories_column_not_per_100g;normalized_tuber,/images/placeholders/starch-tuber.svg,Ảnh minh họa món Khoai lang,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Khoai lang
169307,"sweet potato, frozen, cooked, baked, without salt",Khoai lang (chín),Khoai lang (chín),starch_tuber,Tinh bột - Củ,starch,217,1 củ/phần vừa,101.52,1.71,0.12,23.4,220.3,3.7,0.3,50.8,1,calories_column_not_per_100g;normalized_tuber,/images/placeholders/starch-tuber.svg,Ảnh minh họa món Khoai lang (chín),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Khoai lang (chín)
169308,"taro, raw",Khoai môn (sống),Khoai môn (sống),starch_tuber,Tinh bột - Củ,starch,194,1 củ/phần vừa,113.64,1.5,0.2,26.46,220.5,2.9,0.4,51.3,0,raw_ingredient;calories_column_not_per_100g;normalized_tuber,/images/placeholders/starch-tuber.svg,Ảnh minh họa món Khoai môn (sống),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Khoai môn (sống)
169309,"taro shoots, cooked, without salt",Măng khoai môn (chín),Măng khoai môn (chín),starch_tuber,Tinh bột - Củ,starch,250,1 củ/phần vừa,16.44,0.73,0.08,3.2,41.1,1.8,0.2,8.0,1,calories_column_not_per_100g;normalized_tuber,/images/placeholders/starch-tuber.svg,Ảnh minh họa món Măng khoai môn (chín),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Măng khoai môn (chín)
169310,"taro, tahitian, raw",Khoai môn Tahiti (sống),Khoai môn Tahiti (sống),starch_tuber,Tinh bột - Củ,starch,250,1 củ/phần vừa,47.53,2.79,0.97,6.91,118.8,7.0,2.4,17.3,0,raw_ingredient;calories_column_not_per_100g;normalized_tuber,/images/placeholders/starch-tuber.svg,Ảnh minh họa món Khoai môn Tahiti (sống),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Khoai môn Tahiti (sống)
169311,"artichokes, (globe or french), cooked, boiled, drained, with salt","Atisô (chín, luộc)","Atisô (chín, luộc)",added_fat,Chất béo/dầu,energy_side,15,1-3 muỗng cà phê,60.18,2.89,0.34,11.39,9.0,0.4,0.1,1.7,0,calories_column_not_per_100g,/images/placeholders/healthy-fat.svg,"Ảnh minh họa món Atisô (chín, luộc)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Atisô (chín, luộc)"
169312,"artichokes, (globe or french), frozen, cooked, boiled, drained, with salt","Atisô (chín, luộc)","Atisô (chín, luộc)",added_fat,Chất béo/dầu,energy_side,15,1-3 muỗng cà phê,53.66,3.11,0.5,9.18,8.0,0.5,0.1,1.4,0,calories_column_not_per_100g,/images/placeholders/healthy-fat.svg,"Ảnh minh họa món Atisô (chín, luộc)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Atisô (chín, luộc)"
169313,"asparagus, cooked, boiled, drained, with salt","Măng tây (chín, luộc)","Măng tây (chín, luộc)",vegetable,Rau củ,vegetable_fruit,250,1 bát rau,28.02,2.4,0.22,4.11,70.1,6.0,0.6,10.3,1,calories_column_not_per_100g,/images/placeholders/vegetable.svg,"Ảnh minh họa món Măng tây (chín, luộc)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Măng tây (chín, luộc)"
169316,"lima beans, immature seeds, cooked, boiled, drained, with salt","Đậu lima (chín, luộc)","Đậu lima (chín, luộc)",healthy_fat_nuts,Chất béo tốt - Hạt,energy_side,35,1-2 muỗng/1 nắm nhỏ,124.68,6.81,0.32,23.64,43.6,2.4,0.1,8.3,1,calories_column_not_per_100g,/images/placeholders/healthy-fat.svg,"Ảnh minh họa món Đậu lima (chín, luộc)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Đậu lima (chín, luộc)"
169319,"beans, pinto, mature seeds, sprouted, cooked, boiled, drained, with salt","Đậu pinto (chín, luộc)","Đậu pinto (chín, luộc)",healthy_fat_nuts,Chất béo tốt - Hạt,energy_side,35,1-2 muỗng/1 nắm nhỏ,24.32,1.86,0.32,3.5,8.5,0.7,0.1,1.2,1,calories_column_not_per_100g,/images/placeholders/healthy-fat.svg,"Ảnh minh họa món Đậu pinto (chín, luộc)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Đậu pinto (chín, luộc)"
169320,"beans, snap, yellow, raw",Đậu (sống),Đậu (sống),plant_protein,Đạm thực vật,protein,150,1 bát/phần vừa,36.88,1.82,0.12,7.13,55.3,2.7,0.2,10.7,0,raw_ingredient;calories_column_not_per_100g,/images/placeholders/protein-plant.svg,Ảnh minh họa món Đậu (sống),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Đậu (sống)
169321,"beans, snap, green, cooked, boiled, drained, with salt","Đậu (chín, luộc)","Đậu (chín, luộc)",plant_protein,Đạm thực vật,protein,150,1 bát/phần vừa,41.6,1.89,0.28,7.88,62.4,2.8,0.4,11.8,1,calories_column_not_per_100g,/images/placeholders/protein-plant.svg,"Ảnh minh họa món Đậu (chín, luộc)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Đậu (chín, luộc)"
169322,"beans, snap, yellow, cooked, boiled, drained, without salt","Đậu (chín, luộc)","Đậu (chín, luộc)",plant_protein,Đạm thực vật,protein,150,1 bát/phần vừa,41.6,1.89,0.28,7.88,62.4,2.8,0.4,11.8,1,calories_column_not_per_100g,/images/placeholders/protein-plant.svg,"Ảnh minh họa món Đậu (chín, luộc)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Đậu (chín, luộc)"
169323,"beans, snap, yellow, cooked, boiled, drained, with salt","Đậu (chín, luộc)","Đậu (chín, luộc)",plant_protein,Đạm thực vật,protein,150,1 bát/phần vừa,41.6,1.89,0.28,7.88,62.4,2.8,0.4,11.8,1,calories_column_not_per_100g,/images/placeholders/protein-plant.svg,"Ảnh minh họa món Đậu (chín, luộc)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Đậu (chín, luộc)"
169324,"beans, snap, yellow, frozen, all styles, unprepared",Đậu,Đậu,plant_protein,Đạm thực vật,protein,150,1 bát/phần vừa,39.41,1.8,0.21,7.58,59.1,2.7,0.3,11.4,0,raw_ingredient;generic_name;calories_column_not_per_100g,/images/placeholders/protein-plant.svg,Ảnh minh họa món Đậu,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Đậu
169325,"beans, snap, green, frozen, cooked, boiled, drained, with salt","Đậu (chín, luộc)","Đậu (chín, luộc)",plant_protein,Đạm thực vật,protein,150,1 bát/phần vừa,33.29,1.49,0.17,6.45,49.9,2.2,0.3,9.7,1,calories_column_not_per_100g,/images/placeholders/protein-plant.svg,"Ảnh minh họa món Đậu (chín, luộc)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Đậu (chín, luộc)"
169326,"beans, snap, yellow, frozen, cooked, boiled, drained, without salt","Đậu (chín, luộc)","Đậu (chín, luộc)",plant_protein,Đạm thực vật,protein,150,1 bát/phần vừa,33.29,1.49,0.17,6.45,49.9,2.2,0.3,9.7,1,calories_column_not_per_100g,/images/placeholders/protein-plant.svg,"Ảnh minh họa món Đậu (chín, luộc)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Đậu (chín, luộc)"
169327,"beans, snap, yellow, frozen, cooked, boiled, drained, with salt","Đậu (chín, luộc)","Đậu (chín, luộc)",plant_protein,Đạm thực vật,protein,150,1 bát/phần vừa,33.29,1.49,0.17,6.45,49.9,2.2,0.3,9.7,1,calories_column_not_per_100g,/images/placeholders/protein-plant.svg,"Ảnh minh họa món Đậu (chín, luộc)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Đậu (chín, luộc)"
169328,"broadbeans, immature seeds, cooked, boiled, drained, with salt","Đậu (chín, luộc)","Đậu (chín, luộc)",healthy_fat_nuts,Chất béo tốt - Hạt,energy_side,35,1-2 muỗng/1 nắm nhỏ,64.1,4.8,0.5,10.1,22.4,1.7,0.2,3.5,1,calories_column_not_per_100g,/images/placeholders/healthy-fat.svg,"Ảnh minh họa món Đậu (chín, luộc)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Đậu (chín, luộc)"
169329,"broccoli, leaves, raw",Lá bông cải xanh (sống),Lá bông cải xanh (sống),vegetable,Rau củ,vegetable_fruit,227,1 bát rau,35.31,2.98,0.35,5.06,80.2,6.8,0.8,11.5,0,raw_ingredient;calories_column_not_per_100g,/images/placeholders/vegetable.svg,Ảnh minh họa món Lá bông cải xanh (sống),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Lá bông cải xanh (sống)
169330,"broccoli, flower clusters, raw",Bông cải xanh (sống),Bông cải xanh (sống),vegetable,Rau củ,vegetable_fruit,227,1 bát rau,35.31,2.98,0.35,5.06,80.2,6.8,0.8,11.5,0,raw_ingredient;calories_column_not_per_100g,/images/placeholders/vegetable.svg,Ảnh minh họa món Bông cải xanh (sống),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Bông cải xanh (sống)
