food_id,name,calories,protein,fat,carbs,protein_ratio,fat_ratio,carb_ratio,category,display_name,type,original_display_name,dish_name_vi,clean_category,food_group_vi,preparation_method,is_raw_ingredient,is_generic_name,is_brand_or_restaurant,kcal_per_100g_clean,recommended_serving_g,serving_display,kcal_per_serving_clean,protein_per_serving_clean,fat_per_serving_clean,carbs_per_serving_clean,health_weight_gain_score,menu_eligible,quality_flags,image_search_query_vi,image_requirement
168420,"jute, potherb, cooked, boiled, drained, without salt",95.0,3.68,0.2,7.29,0.1549473667900277,0.018947368,0.3069473651900277,other,"Rau đay (chín, luộc)",balanced,"Rau đay (chín, luộc)","Rau đay (chín, luộc)",added_fat,Chất béo/dầu,luộc,false,false,false,45.68,15,1-3 muỗng cà phê,6.9,0.6,0.0,1.1,70,false,calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168421,"kale, raw",91.5,2.92,1.49,4.42,0.1276502718289587,0.1465573754474604,0.1932240416041088,other,Cải xoăn (sống),balanced,Cải xoăn (sống),Cải xoăn (sống),vegetable,Rau củ,sống,true,false,false,42.77,187,1 bát rau,80.0,5.5,2.8,8.3,45,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168422,"mushrooms, chanterelle, raw",83.5,1.49,0.53,6.86,0.071377245,0.057125748,0.3286227505554162,other,Nấm (sống),balanced,Nấm (sống),Nấm (sống),vegetable,Rau củ,sống,true,false,false,38.17,210,1 bát rau,80.2,3.1,1.1,14.4,45,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168423,"mushrooms, morel, raw",80.0,3.12,0.57,5.1,0.155999998,0.064124999,0.254999997,other,Nấm (sống),balanced,Nấm (sống),Nấm (sống),vegetable,Rau củ,sống,true,false,false,38.01,210,1 bát rau,79.8,6.6,1.2,10.7,45,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168424,"kohlrabi, raw",70.0,1.7,0.1,6.2,0.097142856,0.012857143,0.3542857092244899,other,Su hào (sống),balanced,Su hào (sống),Su hào (sống),other,Khác,sống,true,false,false,32.5,150,1 phần vừa,48.8,2.5,0.1,9.3,35,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168425,"kohlrabi, cooked, boiled, drained, without salt",75.0,1.8,0.11,6.69,0.095999999,0.0132,0.3567999952426667,other,"Su hào (chín, luộc)",balanced,"Su hào (chín, luộc)","Su hào (chín, luộc)",added_fat,Chất béo/dầu,luộc,false,false,false,34.95,15,1-3 muỗng cà phê,5.2,0.3,0.0,1.0,70,false,calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168426,"leeks, (bulb and lower leaf-portion), cooked, boiled, drained, without salt",80.5,0.81,0.2,7.62,0.040248447,0.022360248,0.3786335356691486,other,"Hành tây (chín, luộc)",balanced,"Hành tây (chín, luộc)","Hành tây (chín, luộc)",added_fat,Chất béo/dầu,luộc,false,false,false,35.52,15,1-3 muỗng cà phê,5.3,0.1,0.0,1.1,70,false,calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168427,"lentils, sprouted, raw",275.0,8.96,0.55,22.14,0.1303272722533554,0.018,0.3220363624653223,other,Đậu (sống),high_calorie,Đậu (sống),Đậu (sống),plant_protein,Đạm thực vật,sống,true,false,false,129.35,139,1 bát/phần vừa,179.8,12.5,0.8,30.8,60,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168428,"lentils, sprouted, cooked, stir-fried, without salt",262.0,8.8,0.45,21.25,0.1343511445253773,0.015458015,0.3244274796777577,other,"Đậu (chín, chiên)",high_calorie,"Đậu (chín, chiên)","Đậu (chín, chiên)",fried_processed,Món chiên/chế biến sẵn,xào,false,false,false,124.25,100,1 phần nhỏ,124.2,8.8,0.5,21.2,50,false,dessert_or_junk;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168430,"lotus root, cooked, boiled, drained, without salt",172.0,1.58,0.07,16.02,0.036744186,0.003662791,0.372558137,other,"Củ sen (chín, luộc)",balanced,"Củ sen (chín, luộc)","Củ sen (chín, luộc)",added_fat,Chất béo/dầu,luộc,false,false,false,71.03,15,1-3 muỗng cà phê,10.7,0.2,0.0,2.4,70,false,calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168431,"lettuce, red leaf, raw",34.0,1.33,0.22,2.26,0.1564705836332181,0.058235292,0.2658823451211075,vegetable,Rau diếp lá đỏ (sống),balanced,Rau diếp lá đỏ (sống),Rau diếp lá đỏ (sống),vegetable,Rau củ,sống,true,false,false,16.34,250,1 bát rau,40.9,3.3,0.6,5.7,45,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168432,"mountain yam, hawaii, raw",173.5,1.34,0.1,16.3,0.030893372,0.00518732,0.3757925050386599,other,Khoai mỡ (sống),balanced,Khoai mỡ (sống),Khoai mỡ (sống),starch_tuber,Tinh bột - Củ,sống,true,false,false,71.46,250,1 củ/phần vừa,178.7,3.4,0.2,40.8,45,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168433,"mountain yam, hawaii, cooked, steamed, without salt",212.5,1.73,0.08,20.0,0.032564706,0.003388235,0.3764705864636678,other,"Khoai mỡ (chín, hấp)",balanced,"Khoai mỡ (chín, hấp)","Khoai mỡ (chín, hấp)",starch_tuber,Tinh bột - Củ,hấp,false,false,false,87.64,250,1 củ/phần vừa,219.1,4.3,0.2,50.0,80,true,calories_column_not_per_100g,"Khoai mỡ (chín, hấp)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
168434,"mushrooms, brown, italian, or crimini, raw",58.0,2.5,0.1,4.3,0.1724137901307967,0.015517241,0.2965517190249703,other,Nấm (sống),balanced,Nấm (sống),Nấm (sống),vegetable,Rau củ,sống,true,false,false,28.1,250,1 bát rau,70.2,6.2,0.2,10.8,45,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168435,"mushrooms, shiitake, stir-fried",100.5,3.45,0.35,7.68,0.1373134314695181,0.031343283,0.3056716387495359,other,Nấm,balanced,Nấm,Nấm,fried_processed,Món chiên/chế biến sẵn,xào,false,true,false,47.67,100,1 phần nhỏ,47.7,3.5,0.3,7.7,10,false,generic_name;dessert_or_junk;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168436,"mushrooms, shiitake, dried",767.0,9.58,0.99,75.37,0.049960887,0.011616688,0.3930638847548059,other,Nấm,high_calorie,Nấm,Nấm,vegetable,Rau củ,sấy/khô,false,true,false,348.71,150,1 bát rau,523.1,14.4,1.5,113.1,70,false,generic_name;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168437,"mushrooms, shiitake, cooked, without salt",145.0,1.56,0.22,14.39,0.043034482,0.013655172,0.3969655145036861,other,Nấm (chín),balanced,Nấm (chín),Nấm (chín),vegetable,Rau củ,chín,false,false,false,65.78,150,1 bát rau,98.7,2.3,0.3,21.6,80,true,calories_column_not_per_100g,Nấm (chín),"Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
168438,"mustard spinach, (tendergreen), raw",57.0,2.2,0.3,3.9,0.154385962,0.04736842,0.2736842057248385,vegetable,Rau cải mù tạt (sống),balanced,Rau cải mù tạt (sống),Rau cải mù tạt (sống),vegetable,Rau củ,sống,true,false,false,27.1,250,1 bát rau,67.8,5.5,0.8,9.8,45,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168439,"mustard spinach, (tendergreen), cooked, boiled, drained, without salt",41.5,1.7,0.2,2.8,0.1638554177384237,0.043373493,0.2698795115691684,vegetable,"Rau cải mù tạt (chín, luộc)",balanced,"Rau cải mù tạt (chín, luộc)","Rau cải mù tạt (chín, luộc)",vegetable,Rau củ,luộc,false,false,false,19.8,250,1 bát rau,49.5,4.2,0.5,7.0,80,true,calories_column_not_per_100g,"Rau cải mù tạt (chín, luộc)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
168440,"new zealand spinach, raw",36.5,1.5,0.2,2.5,0.1643835571401765,0.049315067,0.2739725952336275,vegetable,Rau (sống),balanced,Rau (sống),Rau (sống),vegetable,Rau củ,sống,true,false,false,17.8,250,1 bát rau,44.5,3.8,0.5,6.2,45,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168441,"new zealand spinach, cooked, boiled, drained, without salt",31.5,1.3,0.17,2.13,0.1650793598387505,0.048571427,0.270476182,vegetable,"Rau (chín, luộc)",balanced,"Rau (chín, luộc)","Rau (chín, luộc)",vegetable,Rau củ,luộc,false,false,false,15.25,250,1 bát rau,38.1,3.2,0.4,5.3,80,true,calories_column_not_per_100g,"Rau (chín, luộc)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
168442,"potatoes, french fried, all types, salt added in processing, frozen, unprepared",380.0,2.24,4.66,24.81,0.023578947,0.1103684207621883,0.2611578940495845,other,Khoai tây (chiên),high_calorie,Khoai tây (chiên),Khoai tây (chiên),starch_tuber,Tinh bột - Củ,chiên,true,false,false,150.14,147,1 củ/phần vừa,220.7,3.3,6.9,36.5,55,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168443,"potato wedges, frozen (includes foods for usda's food distribution program)",334.0,2.7,2.2,25.46,0.032335329,0.059281437,0.3049101787278138,other,Khoai tây,high_calorie,Khoai tây,Khoai tây chế biến,starch_tuber,Tinh bột - Củ,,true,true,false,132.44,166,1 củ/phần vừa,219.9,4.5,3.7,42.3,30,false,raw_ingredient;generic_name;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168444,"potatoes, french fried, steak fries, salt added in processing, frozen, as purchased",337.0,2.19,3.39,23.51,0.025994065,0.090534124,0.2790504442758147,other,Khoai tây (chiên),high_calorie,Khoai tây (chiên),Khoai tây (chiên),starch_tuber,Tinh bột - Củ,chiên,false,false,false,133.31,165,1 củ/phần vừa,220.0,3.6,5.6,38.8,90,true,calories_column_not_per_100g,Khoai tây (chiên),"Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
168445,"potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated",384.0,2.57,3.76,26.98,0.026770833,0.088125,0.2810416659347873,other,Khoai tây (chiên),high_calorie,Khoai tây (chiên),Khoai tây (chiên),starch_tuber,Tinh bột - Củ,chiên,false,false,false,152.04,145,1 củ/phần vừa,220.5,3.7,5.5,39.1,90,true,calories_column_not_per_100g,Khoai tây (chiên),"Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
168447,"pumpkin leaves, cooked, boiled, drained, without salt",54.5,2.72,0.22,3.39,0.1996330238599445,0.036330275,0.2488073348842691,other,"Lá bí đỏ (chín, luộc)",balanced,"Lá bí đỏ (chín, luộc)","Lá bí đỏ (chín, luộc)",vegetable,Rau củ,luộc,false,false,false,26.42,250,1 bát rau,66.0,6.8,0.6,8.5,80,true,calories_column_not_per_100g,"Lá bí đỏ (chín, luộc)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
168448,"pumpkin, raw",67.5,1.0,0.1,6.5,0.059259258,0.013333333,0.3851851794787381,other,Bí đỏ (sống),balanced,Bí đỏ (sống),Bí đỏ (sống),vegetable,Rau củ,sống,true,false,false,30.9,250,1 bát rau,77.2,2.5,0.2,16.2,45,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168449,"pumpkin, cooked, boiled, drained, without salt",51.5,0.72,0.07,4.9,0.055922329,0.012233009,0.3805825168818929,other,"Bí đỏ (chín, luộc)",balanced,"Bí đỏ (chín, luộc)","Bí đỏ (chín, luộc)",vegetable,Rau củ,luộc,false,false,false,23.11,250,1 bát rau,57.8,1.8,0.2,12.2,80,true,calories_column_not_per_100g,"Bí đỏ (chín, luộc)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
168451,"radishes, oriental, raw",47.0,0.6,0.1,4.1,0.051063829,0.019148936,0.3489361627885923,other,Củ cải trắng (sống),balanced,Củ cải trắng (sống),Củ cải trắng (sống),vegetable,Rau củ,sống,true,false,false,19.7,250,1 bát rau,49.2,1.5,0.2,10.2,45,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168452,"radishes, oriental, cooked, boiled, drained, without salt",44.0,0.67,0.24,3.43,0.06090909,0.049090908,0.3118181747314051,other,"Cải phương Đông (chín, luộc)",balanced,"Cải phương Đông (chín, luộc)","Cải phương Đông (chín, luộc)",vegetable,Rau củ,luộc,false,false,false,18.56,250,1 bát rau,46.4,1.7,0.6,8.6,80,true,calories_column_not_per_100g,"Cải phương Đông (chín, luộc)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
168453,"radishes, oriental, dried",702.5,7.9,0.72,63.37,0.044982206,0.009224199,0.3608256222621699,other,Cải phương Đông,high_calorie,Cải phương Đông,Cải phương Đông,vegetable,Rau củ,sấy/khô,false,false,false,291.56,150,1 bát rau,437.3,11.8,1.1,95.1,90,true,calories_column_not_per_100g,Cải phương Đông,"Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
168454,"rutabagas, raw",97.0,1.08,0.16,8.62,0.044536082,0.014845361,0.3554639138611967,other,Củ cải (sống),balanced,Củ cải (sống),Củ cải (sống),other,Khác,sống,true,false,false,40.24,150,1 phần vừa,60.4,1.6,0.2,12.9,35,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168455,"rutabagas, cooked, boiled, drained, without salt",78.5,0.93,0.18,6.84,0.047388534,0.020636942,0.3485350274071971,other,"Củ cải (chín, luộc)",balanced,"Củ cải (chín, luộc)","Củ cải (chín, luộc)",added_fat,Chất béo/dầu,luộc,false,false,false,32.7,15,1-3 muỗng cà phê,4.9,0.1,0.0,1.0,70,false,calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168456,"seaweed, irishmoss, raw",127.0,1.51,0.16,12.29,0.047559055,0.011338583,0.3870866111253022,other,Rong biển (sống),balanced,Rong biển (sống),Rong biển (sống),other,Khác,sống,true,false,false,56.64,150,1 phần vừa,85.0,2.3,0.2,18.4,35,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168457,"seaweed, kelp, raw",111.5,1.68,0.56,9.57,0.060269058,0.045201793,0.3433183825711356,other,Rong biển (sống),balanced,Rong biển (sống),Rong biển (sống),other,Khác,sống,true,false,false,50.04,150,1 phần vừa,75.1,2.5,0.8,14.4,35,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168458,"seaweed, laver, raw",90.5,5.81,0.28,5.11,0.256795577,0.027845304,0.2258563510955099,other,Rong biển (sống),balanced,Rong biển (sống),Rong biển (sống),other,Khác,sống,true,false,false,46.2,150,1 phần vừa,69.3,8.7,0.4,7.7,35,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168459,"sesbania flower, raw",70.0,1.28,0.04,6.73,0.073142856,0.005142857,0.3845714230775511,other,Hoa (sống),balanced,Hoa (sống),Hoa (sống),other,Khác,sống,true,false,false,32.4,150,1 phần vừa,48.6,1.9,0.1,10.1,35,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168460,"soybeans, mature seeds, sprouted, cooked, steamed",210.0,8.47,4.45,6.53,0.1613333325650794,0.1907142848061224,0.1243809517886621,other,"Đậu nành (chín, hấp)",balanced,"Đậu nành (chín, hấp)",Đậu nành hấp,healthy_fat_nuts,Chất béo tốt - Hạt,hấp,false,false,false,100.05,35,1-2 muỗng/1 nắm nhỏ,35.0,3.0,1.6,2.3,85,true,calories_column_not_per_100g,Đậu nành hấp,"Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
168461,"soybeans, mature seeds, sprouted, cooked, stir-fried",324.0,13.1,7.1,9.4,0.1617283945625666,0.1972222216135116,0.1160493823578722,other,Đậu nành (chín),high_calorie,Đậu nành (chín),Đậu nành (chín),fried_processed,Món chiên/chế biến sẵn,xào,false,false,false,153.9,100,1 phần nhỏ,153.9,13.1,7.1,9.4,50,false,dessert_or_junk;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168462,"spinach, raw",60.0,2.86,0.39,3.63,0.1906666634888889,0.058499999,0.2419999959666667,vegetable,Rau bina (sống),balanced,Rau bina (sống),Rau bina (sống),vegetable,Rau củ,sống,true,false,false,29.47,250,1 bát rau,73.7,7.2,1.0,9.1,45,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168463,"spinach, cooked, boiled, drained, without salt",59.5,2.97,0.26,3.75,0.1996638621905233,0.03932773,0.2521008360991456,vegetable,"Rau muống (chín, luộc)",balanced,"Rau muống (chín, luộc)","Rau muống (chín, luộc)",vegetable,Rau củ,luộc,false,false,false,29.22,250,1 bát rau,73.0,7.4,0.7,9.4,80,true,calories_column_not_per_100g,"Rau muống (chín, luộc)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
168464,"squash, summer, crookneck and straightneck, raw",48.5,1.01,0.27,3.88,0.083298967,0.050103092,0.319999993,other,Bí (sống),balanced,Bí (sống),Bí (sống),vegetable,Rau củ,sống,true,false,false,21.99,250,1 bát rau,55.0,2.5,0.7,9.7,45,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168465,"squash, summer, crookneck and straightneck, cooked, boiled, drained, without salt",50.0,1.04,0.39,3.79,0.083199998,0.070199999,0.3031999939360001,other,"Bí (chín, luộc)",balanced,"Bí (chín, luộc)","Bí (chín, luộc)",vegetable,Rau củ,luộc,false,false,false,22.83,250,1 bát rau,57.1,2.6,1.0,9.5,80,true,calories_column_not_per_100g,"Bí (chín, luộc)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
168467,"squash, summer, crookneck and straightneck, frozen, unprepared",52.0,0.83,0.14,4.8,0.063846153,0.024230769,0.3692307621301776,other,Bí,balanced,Bí,Bí,vegetable,Rau củ,,true,true,false,23.78,250,1 bát rau,59.5,2.1,0.3,12.0,20,false,raw_ingredient;generic_name;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168468,"squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, without salt",65.0,1.28,0.2,5.54,0.07876923,0.027692307,0.3409230716781066,other,"Bí (chín, luộc)",balanced,"Bí (chín, luộc)","Bí (chín, luộc)",vegetable,Rau củ,luộc,false,false,false,29.08,250,1 bát rau,72.7,3.2,0.5,13.8,80,true,calories_column_not_per_100g,"Bí (chín, luộc)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
168469,"squash, summer, zucchini, includes skin, frozen, unprepared",43.5,1.16,0.13,3.58,0.1066666642145594,0.026896551,0.3291953947311404,other,Bí,balanced,Bí,Bí,vegetable,Rau củ,,true,true,false,20.13,250,1 bát rau,50.3,2.9,0.3,8.9,20,false,raw_ingredient;generic_name;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168470,"squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, without salt",44.0,1.15,0.13,3.56,0.1045454521694215,0.026590908,0.3236363562809919,other,"Bí (chín, luộc)",balanced,"Bí (chín, luộc)","Bí (chín, luộc)",vegetable,Rau củ,luộc,false,false,false,20.01,250,1 bát rau,50.0,2.9,0.3,8.9,80,true,calories_column_not_per_100g,"Bí (chín, luộc)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
168472,"squash, winter, acorn, raw",103.5,0.8,0.1,10.42,0.030917874,0.008695652,0.4027053101187893,grain,Bí (sống),balanced,Bí (sống),Bí (sống),vegetable,Rau củ,sống,true,false,false,45.78,175,1 bát rau,80.1,1.4,0.2,18.2,45,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168473,"squash, winter, butternut, frozen, unprepared",147.0,1.76,0.1,14.41,0.047891156,0.006122449,0.3921088408700079,dairy,Bí,balanced,Bí,Bí,vegetable,Rau củ,,true,true,false,65.58,150,1 bát rau,98.4,2.6,0.1,21.6,20,false,raw_ingredient;generic_name;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168474,"squash, winter, butternut, frozen, cooked, boiled, without salt",101.0,1.23,0.07,10.05,0.048712871,0.006237624,0.3980197980394079,dairy,"Bí (chín, luộc)",balanced,"Bí (chín, luộc)","Bí (chín, luộc)",vegetable,Rau củ,luộc,false,false,false,45.75,175,1 bát rau,80.1,2.2,0.1,17.6,80,true,calories_column_not_per_100g,"Bí (chín, luộc)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
168475,"squash, winter, hubbard, raw",103.5,2.0,0.5,8.7,0.077294685,0.04347826,0.3362318808093538,other,Bí (sống),balanced,Bí (sống),Bí (sống),vegetable,Rau củ,sống,true,false,false,47.3,169,1 bát rau,79.9,3.4,0.8,14.7,45,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168476,"squash, winter, hubbard, baked, without salt",129.5,2.48,0.62,10.81,0.076602316,0.043088803,0.3338996113212385,other,Bí,balanced,Bí,Bí,vegetable,Rau củ,nướng,false,true,false,58.74,150,1 bát rau,88.1,3.7,0.9,16.2,55,false,generic_name;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168477,"succotash, (corn and limas), cooked, boiled, drained, without salt",298.0,5.07,0.8,24.38,0.068053691,0.024161074,0.3272483210495022,grain,"Ngô (chín, luộc)",high_calorie,"Ngô (chín, luộc)","Ngô (chín, luộc)",added_fat,Chất béo/dầu,luộc,false,false,false,125.0,15,1-3 muỗng cà phê,18.8,0.8,0.1,3.7,80,false,calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168480,"succotash, (corn and limas), frozen, unprepared",241.0,4.31,0.89,19.94,0.071535269,0.033236514,0.3309543554732184,grain,Ngô,balanced,Ngô,Ngô,starch_grain,Tinh bột - Ngũ cốc,,true,true,false,105.01,220,1 chén/bát vừa,231.0,9.5,2.0,43.9,20,false,raw_ingredient;generic_name;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168481,"succotash, (corn and limas), frozen, cooked, boiled, drained, without salt",241.0,4.31,0.89,19.95,0.071535269,0.033236514,0.3311203305762641,grain,"Ngô (chín, luộc)",balanced,"Ngô (chín, luộc)","Ngô (chín, luộc)",added_fat,Chất béo/dầu,luộc,false,false,false,105.05,15,1-3 muỗng cà phê,15.8,0.6,0.1,3.0,70,false,calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168482,"sweet potato, raw, unprepared (includes foods for usda's food distribution program)",222.5,1.57,0.05,20.12,0.028224719,0.002022472,0.361707864,other,Khoai lang (sống),balanced,Khoai lang (sống),Khoai lang (sống),starch_tuber,Tinh bột - Củ,sống,true,false,false,87.21,250,1 củ/phần vừa,218.0,3.9,0.1,50.3,45,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168483,"sweet potato, cooked, baked in skin, flesh, without salt",234.0,2.01,0.15,20.71,0.034358974,0.005769231,0.3540170925042005,other,Khoai lang (chín),balanced,Khoai lang (chín),Khoai lang (chín),starch_tuber,Tinh bột - Củ,nướng,false,false,false,92.23,239,1 củ/phần vừa,220.4,4.8,0.4,49.5,80,true,calories_column_not_per_100g,Khoai lang (chín),"Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
168484,"sweet potato, cooked, boiled, without skin",198.0,1.37,0.14,17.72,0.027676768,0.006363636,0.3579797961718192,other,"Khoai lang (chín, luộc)",balanced,"Khoai lang (chín, luộc)","Khoai lang (chín, luộc)",starch_tuber,Tinh bột - Củ,luộc,false,false,false,77.62,250,1 củ/phần vừa,194.0,3.4,0.3,44.3,80,true,calories_column_not_per_100g,"Khoai lang (chín, luộc)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
168486,"taro, cooked, without salt",368.0,0.52,0.11,34.6,0.005652174,0.002690217,0.3760869554997637,other,Khoai môn (chín),high_calorie,Khoai môn (chín),Khoai môn (chín),starch_tuber,Tinh bột - Củ,chín,false,false,false,141.47,156,1 củ/phần vừa,220.7,0.8,0.2,54.0,90,true,calories_column_not_per_100g,Khoai môn (chín),"Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
168487,"taro leaves, raw",109.5,4.98,0.74,6.7,0.1819178065578282,0.060821917,0.2447488562123392,other,Khoai môn (sống),balanced,Khoai môn (sống),Khoai môn (sống),starch_tuber,Tinh bột - Củ,sống,true,false,false,53.38,250,1 củ/phần vừa,133.4,12.4,1.9,16.8,45,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168488,"taro leaves, cooked, steamed, without salt",62.0,2.72,0.41,4.02,0.1754838681373569,0.059516128,0.2593548345265349,other,"Khoai môn (chín, hấp)",balanced,"Khoai môn (chín, hấp)","Khoai môn (chín, hấp)",starch_tuber,Tinh bột - Củ,hấp,false,false,false,30.65,250,1 củ/phần vừa,76.6,6.8,1.0,10.0,80,true,calories_column_not_per_100g,"Khoai môn (chín, hấp)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
168489,"taro shoots, raw",28.5,0.92,0.09,2.32,0.1291228024869192,0.028421052,0.3256140236626658,other,Khoai môn (sống),balanced,Khoai môn (sống),Khoai môn (sống),starch_tuber,Tinh bột - Củ,sống,true,false,false,13.77,250,1 củ/phần vừa,34.4,2.3,0.2,5.8,45,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168490,"arrowroot, raw",168.0,4.24,0.2,13.39,0.1009523803514739,0.010714286,0.3188095219118481,other,Củ mũi (sống),balanced,Củ mũi (sống),Củ mũi (sống),other,Khác,sống,true,false,false,72.32,150,1 phần vừa,108.5,6.4,0.3,20.1,35,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
168491,"chrysanthemum leaves, raw",62.0,3.36,0.56,3.01,0.2167741900520292,0.081290321,0.1941935452549428,other,Lá hoa cúc (sống),balanced,Lá hoa cúc (sống),Lá hoa cúc (sống),other,Khác,sống,true,false,false,30.52,150,1 phần vừa,45.8,5.0,0.8,4.5,35,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
